name,code,saqa_id,dep,aps,faculty,nqf,credits,desc,comments,school,url
Postgraduate Diploma in Management Accounting (98205),98205,88893,,50,Accounting Sciences,8,120,"Purpose statement:The purpose of the Postgraduate Diploma: Management Accounting is to prepare candidates for their role as management accountants in the workplace. The qualification will equip learners with insight into the world of financial management, both from a corporate and individual perspective, with an emphasis on improving decision-making in a competitive environment. Learners will utilise the financial information in managerial decision-making. This qualification will be instrumental in assisting learners to:
*Apply this knowledge to advanced and complex case studies and exercise a number of choices with regard to the appropriate technology or systems for the given situation.
*Critically analyse theories, examples and case studies.
*Acquire a level of mastery to deal with unfamiliar concrete and abstract problems.
*Justify their recommendations in complex business decision-making situations.
*Introduce learners to different risks with regard to financial information management, to be stimulated to develop control procedures to eliminate these risks.","
Rules:
This qualification is endorsed by the Chartered Institute of Management Accountants (CIMA).Once
students have completed this qualification they will gain direct admission to CIMA's management
level case study. Students who successfully complete the management level case study will graduate
with an Advanced Diploma in Management Accounting from CIMA and gain admission to CIMA's strategic
level objective tests. Students should note that during the course of their studies they would be
required to have access to a computer with a webcam, and the internet.
",,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Postgraduate-Diploma-in-Management-Accounting-(98205)
Postgraduate Diploma in Taxation (98256),98256,84847,,50,Accounting Sciences,8,120,"Purpose statement:The Purpose of this qualification is to enable qualifying learners to identify and analyse contemporary developments in the various fields of Taxation and to become tax experts as required by the South African Revenue Services, the National Treasury or trade and industry at large.","
Rules:
Candidates should note that during the course of their studies they would be required to have access
to a computer with a webcam, and the internet.  In order to select the module in Economics
candidates need to have passed the subject at NQF level 7.
",,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Postgraduate-Diploma-in-Taxation-(98256)
Higher Certificate in Animal Welfare (90098),90098,101937,,15,Agriculture and Environmental Sciences,5,120,This qualification will be presented using both online and distance learning modes.,"Purpose statement:Qualifying students will have acquired the knowledge and skills specified by the South African Veterinary Council for the paraveterinary profession of Veterinary Welfare Assistant.  More specifically, they will be able to demonstrate and apply knowledge of animal anatomy and physiology, behaviour and husbandry, standards for ethical behaviour in relation to animals, and a range of other knowledge and skills related to animal care and well-being.
The qualification strives to promote animal welfare awareness and a commitment to ethical animal care and well-being.  It further aims to alleviate the severe shortage of veterinary-related skills in South Africa by providing qualified Veterinary Welfare Assistants to work in support of animal welfare organisations in communities across the country. In so doing, it will promote the general benefits people derive from a healthy companion animal population, and also contribute to advancing social and economic transformation by providing accessible opportunities for individuals and career development to people from all social and cultural groups.
",,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Higher-Certificate-in-Animal-Welfare-(90098)
Higher Certificate in Life and Environmental Sciences (98366),98366,110744,,15,Agriculture and Environmental Sciences,5,120,"Purpose statement:The primary purpose of the qualification is to provide learners with the basic introductory knowledge, cognitive and conceptual tools and practical techniques for Higher Education studies in life, environmental and related fields. The qualification emphasises general scientific principles, concepts, and theories that will improve the students' ability to grasp scientific concepts at higher levels. It exposes the learners to techniques for higher education studies in life, environmental and related fields. Qualifying learners would have attained a basic level of higher education knowledge and competence in life and environmental sciences, and will be capable of applying such knowledge and competence in the workplace. It is therefore meant for those who do not meet the requirements for entry into the Diploma qualifications to gain enough competency to be admitted into such. Students who complete the qualification are able to articulate into Diploma, Bachelor of Consumer Sciences and Bachelor of Arts (BA) in Environmental Management qualifications.","
Rules:Students who have passed ENN103F will be credited for ENG1503. Students who passed PTP1501 need not register for BLG1501.",,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Higher-Certificate-in-Life-and-Environmental-Sciences-(98366)
Diploma in Agricultural Management (90097),90097,109028,,18,Agriculture and Environmental Sciences,6,360,Purpose statement:The purpose of this qualification is to train low level Managers and Technicians in the agricultural sector to meet the current critical shortage of skilled people in the sector. There is a need to develop skilled people in agriculture to ensure the relevance of the discipline in addressing agricultural sector development for food security and sustainable environment.,"
Rules:
Some of the pre-requisites and/or co-requisites outlined in this qualification may not apply as
they do not form part of the curriculum.
",,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Diploma-in-Agricultural-Management-(90097)
Diploma in Animal Health (98026 - AHE),98026,101065,,18,Agriculture and Environmental Sciences,6,360,"Purpose statement:The primary purpose of the diploma is to qualify learners as animal health technicians who will be competent in applying animal health care, disease control and management techniques in the prevention and control of animal diseases in order to support animal and veterinary public health.","
Rules:
The Diploma: Animal Health is approved for registration with the SAVC. It is compulsory for each
student to register with the South African Veterinary Council (SAVC) the first time they register
for ANH3604/ANH3605 and maintain the registration throughout the remaining part of the course.
The relevant form is available on the SAVC website (http://www.savc.org.za. The form should be
completed by the student and then stamped by Unisa at ANY UNISA CENTRE.
The student should liaise with the SAVC Tel: 012 345-6347/6360: fax: 012 345-6369 to complete
the registration process. No student is allowed to proceed with their work-integrated learning (WIL)
if they have not registered with the SAVC.
Practical work forms an integral part of this qualification.
No student will be able to graduate if they have not completed all the practical modules.
Students who have completed the HC in Animal Welfare, must comply with the 50% Mathematics
requirement, in order to register with SAVC. Students who do not have NSC Mathematics with 50% and
have completed the Higher Certificate in Animal Health should register BNU1501 for Non-degree
purpose (NDP).
",,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Diploma-in-Animal-Health-(98026-–-AHE)
Diploma in Nature Conservation (98024 - NCO),98024,90512,,18,Agriculture and Environmental Sciences,6,360,"Purpose statement:The purpose of this qualification is to develop competent conservation officers who can provide support to conservators and resource managers or actively participate in management functions in natural resource management areas. Qualifying learners will be able to apply acquired technical and scientific knowledge, skills and attitudes, to interpret observations made and information and data gathered, regarding natural resources. This qualification aims to enhance professional competence in the field of nature conservation on local, regional and national levels by providing the conservation industry with persons who are able to participate in ecosystems' management, environmental education and ecotourism. This, in turn, will contribute to sustainable and responsible utilisation of natural resources in Africa, thus contributing to economic development. It further aims to advance social and economic transformation by providing accessible opportunities for individual, career and entrepreneurial development for people from all social and cultural groups. 

","
Rules:
This qualification has compulsory contact modules that carry additional fees.
The qualification also requires time to be spent in the industry to meet the requirements reflected
in the six NCA-modules.
",,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Diploma-in-Nature-Conservation-(98024-–-NCO)
Diploma in Ornamental Horticulture (98025 - HOR),98025,83107,,18,Agriculture and Environmental Sciences,6,360,"Purpose statement:The primary purpose of the qualification is to develop competent horticulturists enabling them to apply ornamental horticultural technologies and strategies in the green industry in a way that will be environmentally sustainable. They will be able to propagate care for and utilise plants, plan, implement and maintain urban landscapes, be able to apply basic managerial skills. The qualification aims to contribute to the green industry by developing horticultural professionals and managers and so enhance the effectiveness and the competitiveness of the industry. It also aims to support the discipline of Horticulture by providing the academic foundation for possible future research in the field. The qualification strives to promote environmental awareness and a commitment to environmental sustainability, as well as the recognition that plants, with their various functional and aesthetic uses, have the ability to improve quality of life. It further aims to advance social and economic transformation by providing accessible opportunities for individual, career and entrepreneurial development to people from all social and cultural groups.","
Rules:
Practical work and work integrated learning form an integral part of this qualification.
",,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Diploma-in-Ornamental-Horticulture-(98025-–-HOR)
Advanced Diploma in Agricultural Management (98027),98027,112223,,60,Agriculture and Environmental Sciences,7,120,"Purpose statement:The primary purpose of the qualification is to provide learners with specialised knowledge and skills in the areas of economics and management principles that are used in the production, transformation and marketing of food and other agricultural products. These principles are used to produce and add value to high-quality agricultural products so that these products have economic, aesthetic, social and cultural value. The qualifying learners will be exposed to and acquire skills, knowledge, values, and attitudes relevant to agricultural production. Qualifying learners with this skill may be employed by the Department of Agriculture Fisheries and Forestry as well as the Land Reform Department to play a major role in providing advisory services in agricultural management to land reform beneficiaries in the country to improve productivity on their various agricultural undertakings.","
Rules:
Some of the pre-requisites and/or co requisites (MNG3701) outlined in this qualification may not
apply as they do not form part of the curriculum.
",,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Advanced-Diploma-in-Agricultural-Management-(98027)
Advanced Diploma in Animal Health (90112),90112,105730,,60,Agriculture and Environmental Sciences,7,120,This qualification will be presented using both online and distance learning modes.,"Purpose statement:The primary purpose of the qualification is to provide students with a strong industry- oriented focus. The qualification also serves to provide students with the advanced knowledge, cognitive and conceptual tools and practical techniques for higher education in Animal Health. It may provide intellectual enrichment, enhance flexibility in the light of changing circumstances in the field of Animal Health, enable a change in career path or offer an intensive, focused and applied specialisation which meets the requirements in the labour market of the animal health industry. The graduates of the Advanced Diploma in Animal Health will have a deep and systematic understanding of current thinking, practice, theory and methodology in an area of specialisation. It is therefore particularly suitable for continuing professional development.",,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Advanced-Diploma-in-Animal-Health-(90112)
Advanced Diploma in Nature Conservation (98028),98028,85127,,60,Agriculture and Environmental Sciences,7,120,"Purpose statement:The purpose of this qualification is to develop competent conservation managers who are able to conduct research under supervision and to scientifically manage natural resource areas. Qualifying students will be able to apply acquired research and management knowledge, skills and attitudes to holistically manage areas according to ecologically sound scientific objectives. This qualification provides the conservation industry with persons who are suitably skilled to scientifically manage ecosystems.","
Rules:
If student plans to complete qualification over more than one year, then it is recommended that
COC4701, COC4702, RMM4701 & PST4701 are taken in the first year. Students will be required to
attend compulsory contact sessions.
",,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Advanced-Diploma-in-Nature-Conservation-(98028)
Advanced Diploma in Ornamental and Landscape Horticulture (90094),90094,101899,,60,Agriculture and Environmental Sciences,7,120,This qualification will be presented using both online and distance learning modes.,"Purpose statement:The primary purpose of the qualification serves to deepen students' knowledge and skills in the various areas of ornamental and landscape horticulture. Qualifying students will have a well-rounded knowledge base and specialised skills in: Arboriculture, Production and cultivation of ornamental crops in greenhouses, Horticultural production process management, Sustainable plant production, plant pest and disease management, Growth media management for plant production, Management of urban green space and amenities and conducting horticultural research projects.",,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Advanced-Diploma-in-Ornamental-and-Landscape-Horticulture-(90094)
Bachelor of Arts in Environmental Management (98055),98055,15840,,20,Agriculture and Environmental Sciences,7,360,"Purpose statement:The purposes of this qualification: 1) To familiarise learners with the content and basic theories of a number of disciplines in the humanities and social sciences, at the basic and intermediate level, and to provide them with a deeper grasp of one or more of these disciplines taken at exit level (level 6), as well as to enable them to place new knowledge in context and to use appropriate methods for seeking resolution of problems; 2) To provide learners with a variety of basic scholarly and intellectual competencies, including the ability to question critically the assumptions of a limited range of theories and authorities, and to develop an understanding of elementary research methods used within one or more disciplines; 3) To equip learners with the ability to give an accurate account of scholarly positions and the competence to express their own opinions clearly and coherently, both in written and oral communication; 4) To prepare learners for post learner study; 5) To provide learners with a well-rounded and broad education across a number of disciplines, thus preparing them for a wide range of professions crucial to the welfare of society; 6) To produce learners who are able to think laterally, critically and creatively; 7) To produce learners who are prepared for life-long learning; 8) To produce learners who understand the principles of, and are capable of critical citizenship.","
Rules:
Some of the pre-requisites and/or co-requisites on PUB2606 & PUB3701 outlined in this qualification
may not apply as they do not form part of the curriculum.
",,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Arts-in-Environmental-Management-(98055)
Bachelor of Consumer Science Fashion Retail Management (98005 - FAR),Fashion Retail Management,360,,62424,Agriculture and Environmental Sciences,98005 - FAR,7,"
Rules:
The practical sessions will be conducted in Gauteng.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Consumer-Science-Fashion-Retail-Management-(98005-–-FAR)
Bachelor of Consumer Science Fashion Small-Business Management (98005 - FSB),Fashion Small-Business Management,360,,62424,Agriculture and Environmental Sciences,98005 - FSB,7,"
Rules:
The practical sessions will be conducted in Gauteng.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Consumer-Science-Fashion-Small–Business-Management-(98005-–-FSB)
Bachelor of Consumer Science Food Retail Management (98005 - FOR),Food Retail Management,360,,62424,Agriculture and Environmental Sciences,98005 - FOR,7,"
Rules:
The practical sessions will be conducted in Gauteng.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Consumer-Science-Food-Retail-Management-(98005-–-FOR)
Bachelor of Consumer Science Food Service Management (98005 - FSM),Food Service Management,360,,62424,Agriculture and Environmental Sciences,98005 - FSM,7,"
Rules:
The practical sessions will be conducted in Gauteng.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Consumer-Science-Food-Service-Management-(98005-–-FSM)
Bachelor of Consumer Science Food and Clothing (98005 - FCL),Food and Clothing,360,,62424,Agriculture and Environmental Sciences,98005 - FCL,7,"
Rules:
The practical sessions will be conducted in Gauteng.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Consumer-Science-Food-and-Clothing-(98005-–-FCL)
Bachelor of Consumer Science Food and Nutrition (98005 - FNU),Food and Nutrition,360,,62424,Agriculture and Environmental Sciences,98005 - FNU,7,"
Rules:
The B degree Consumer Science (Food & Nutrition Stream) aims to train Consumer Scientists
 knowledgeable in nutrition. This qualification will not enable students to register with the Health
 Professions Council of South Africa (HPCSA) as a dietician or nutritionist. The practical sessions
 will be conducted in Gauteng.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Consumer-Science-Food-and-Nutrition-(98005-–-FNU)
Bachelor of Consumer Science Hospitality Management (98005 - HOM),Hospitality Management,360,,62424,Agriculture and Environmental Sciences,98005 - HOM,7,"
Rules:
The practical sessions will be conducted in Gauteng.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Consumer-Science-Hospitality-Management-(98005-–-HOM)
Bachelor of Science in Agricultural Science Agricultural Business and Management (90082 - ABM),Agricultural Business and Management,480,,99030,Agriculture and Environmental Sciences,90082 - ABM,8,"
Rules:
Some of the pre-requisites and/or co-requisites outlined in this qualification may not apply as they
do not form part of the curriculum.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Science-in-Agricultural-Science-Agricultural-Business-and-Management-(90082-–-ABM)
Bachelor of Science in Agricultural Science Animal Science (90082 - ANS),Animal Science,480,,99030,Agriculture and Environmental Sciences,90082 - ANS,8,"
Rules:
Some of the pre-requisites and/or co requisites outlined in this qualification may not apply as they
do not form part of the curriculum.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Science-in-Agricultural-Science-Animal-Science-(90082-–-ANS)
Bachelor of Science in Agricultural Science Plant Science (90082 - PLS),Plant Science,480,,99030,Agriculture and Environmental Sciences,90082 - PLS,8,"
Rules:
Some of the pre-requisites and/or co-requisites outlined in this qualification may not apply as they
do not form part of the curriculum.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Science-in-Agricultural-Science-Plant-Science-(90082-–-PLS)
Bachelor of Science in Environmental Management Botany (98052 - EBO),Botany,360,,101233,Agriculture and Environmental Sciences,98052 - EBO,7,"
Rules:
Some of the pre-requisites and/or co-requisites on PUB3701 outlined in this qualification may not
apply as they do not form part of the curriculum.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Science-in-Environmental-Management-Botany-(98052-–-EBO)
Bachelor of Science in Environmental Management Chemistry (98052 - ECH),Chemistry,360,,101233,Agriculture and Environmental Sciences,98052 - ECH,7,"
Rules:
Some of the pre-requisites and/or co-requisites on PUB2606 & PUB3701 outlined in this qualification
may not apply as they do not form part of the curriculum.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Science-in-Environmental-Management-Chemistry-(98052-–-ECH)
Bachelor of Science in Environmental Management Zoology (98052 - EZO),Zoology,360,,101233,Agriculture and Environmental Sciences,98052 - EZO,7,"
Rules:
Some of the pre-requisites and/or co-requisites on PUB3701 outlined in this qualification may not
apply as they do not form part of the curriculum.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Science-in-Environmental-Management-Zoology-(98052-–-EZO)
Bachelor of Science in Life Sciences Biochemistry (or Physiology or Microbiology) with Business Management (98053 - BBM),Biochemistry (or Physiology or Microbiology) with Business Management,360,,101234,Agriculture and Environmental Sciences,98053 - BBM,7,"Purpose statement:The purpose of this qualification is: 1) To produce science graduates who have the following attributes - a systematic and coherent body of knowledge and an understanding of underlying concepts and principles; the ability to access and evaluate scientific information including knowing how scientific knowledge is created; a high level of cognitive and other generic skills including problem-solving, written and spoken communication and computer literacy and competence in applying knowledge through basic research methods and practice; 2) To provide every graduate with a sufficient depth of knowledge and skills that give opportunities for continued personal intellectual growth - including postgraduate study - for gainful economic activity in a range of careers and for rewarding and constructive contributions to society. 3) To provide society with science graduates who demonstrate initiative and responsibility, who are professional and ethical in their roles within the economy and society and who are able to be intellectual leaders within their society and 4) To produce graduates in all scientific fields in order to increase, widen and transform the leadership base in South Africa, both for innovation and science-based economic and research development and for the education of future generations of scientists, technologists, engineers and other professional people.",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Science-in-Life-Sciences-Biochemistry-(or-Physiology-or-Microbiology)-with-Business-Management-(98053-–-BBM)
Bachelor of Science in Life Sciences Biochemistry and Botany (98053 - BAB),Biochemistry and Botany,360,,101234,Agriculture and Environmental Sciences,98053 - BAB,7,"Purpose statement:The purpose of this qualification is: 1) To produce science graduates who have the following attributes - a systematic and coherent body of knowledge and an understanding of underlying concepts and principles; the ability to access and evaluate scientific information including knowing how scientific knowledge is created; a high level of cognitive and other generic skills including problem-solving, written and spoken communication and computer literacy and competence in applying knowledge through basic research methods and practice; 2) To provide every graduate with a sufficient depth of knowledge and skills that give opportunities for continued personal intellectual growth - including postgraduate study - for gainful economic activity in a range of careers and for rewarding and constructive contributions to society. 3) To provide society with science graduates who demonstrate initiative and responsibility, who are professional and ethical in their roles within the economy and society and who are able to be intellectual leaders within their society and 4) To produce graduates in all scientific fields in order to increase, widen and transform the leadership base in South Africa, both for innovation and science-based economic and research development and for the education of future generations of scientists, technologists, engineers and other professional people.",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Science-in-Life-Sciences-Biochemistry-and-Botany-(98053-–-BAB)
Bachelor of Science in Life Sciences Biochemistry and Microbiology (98053 - BAM),Biochemistry and Microbiology,360,,101234,Agriculture and Environmental Sciences,98053 - BAM,7,"Purpose statement:The purpose of this qualification is: 1) To produce science graduates who have the following attributes - a systematic and coherent body of knowledge and an understanding of underlying concepts and principles; the ability to access and evaluate scientific information including knowing how scientific knowledge is created; a high level of cognitive and other generic skills including problem-solving, written and spoken communication and computer literacy and competence in applying knowledge through basic research methods and practice; 2) To provide every graduate with a sufficient depth of knowledge and skills that give opportunities for continued personal intellectual growth - including postgraduate study - for gainful economic activity in a range of careers and for rewarding and constructive contributions to society. 3) To provide society with science graduates who demonstrate initiative and responsibility, who are professional and ethical in their roles within the economy and society and who are able to be intellectual leaders within their society and 4) To produce graduates in all scientific fields in order to increase, widen and transform the leadership base in South Africa, both for innovation and science-based economic and research development and for the education of future generations of scientists, technologists, engineers and other professional people.",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Science-in-Life-Sciences-Biochemistry-and-Microbiology-(98053-–-BAM)
Bachelor of Science in Life Sciences Biochemistry and Physiology (98053 - BAP),Biochemistry and Physiology,360,,101234,Agriculture and Environmental Sciences,98053 - BAP,7,"Purpose statement:The purpose of this qualification is: 1) To produce science graduates who have the following attributes - a systematic and coherent body of knowledge and an understanding of underlying concepts and principles; the ability to access and evaluate scientific information including knowing how scientific knowledge is created; a high level of cognitive and other generic skills including problem-solving, written and spoken communication and computer literacy and competence in applying knowledge through basic research methods and practice; 2) To provide every graduate with a sufficient depth of knowledge and skills that give opportunities for continued personal intellectual growth - including postgraduate study - for gainful economic activity in a range of careers and for rewarding and constructive contributions to society. 3) To provide society with science graduates who demonstrate initiative and responsibility, who are professional and ethical in their roles within the economy and society and who are able to be intellectual leaders within their society and 4) To produce graduates in all scientific fields in order to increase, widen and transform the leadership base in South Africa, both for innovation and science-based economic and research development and for the education of future generations of scientists, technologists, engineers and other professional people.",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Science-in-Life-Sciences-Biochemistry-and-Physiology-(98053-–-BAP)
Bachelor of Science in Life Sciences Biochemistry and Zoology (98053 - BAZ),Biochemistry and Zoology,360,,101234,Agriculture and Environmental Sciences,98053 - BAZ,7,"Purpose statement:The purpose of this qualification is: 1) To produce science graduates who have the following attributes - a systematic and coherent body of knowledge and an understanding of underlying concepts and principles; the ability to access and evaluate scientific information including knowing how scientific knowledge is created; a high level of cognitive and other generic skills including problem-solving, written and spoken communication and computer literacy and competence in applying knowledge through basic research methods and practice; 2) To provide every graduate with a sufficient depth of knowledge and skills that give opportunities for continued personal intellectual growth - including postgraduate study - for gainful economic activity in a range of careers and for rewarding and constructive contributions to society. 3) To provide society with science graduates who demonstrate initiative and responsibility, who are professional and ethical in their roles within the economy and society and who are able to be intellectual leaders within their society and 4) To produce graduates in all scientific fields in order to increase, widen and transform the leadership base in South Africa, both for innovation and science-based economic and research development and for the education of future generations of scientists, technologists, engineers and other professional people.",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Science-in-Life-Sciences-Biochemistry-and-Zoology-(98053-–-BAZ)
Bachelor of Science in Life Sciences Biomedical Sciences (98053 - BMI),Biomedical Sciences,360,,101234,Agriculture and Environmental Sciences,98053 - BMI,7,"
Rules:Students who have passed BOT2605 will be exempted for NUT2601.",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Science-in-Life-Sciences-Biomedical-Sciences-(98053-–-BMI)
Bachelor of Science in Life Sciences Biotechnology (98053 - BIT),Biotechnology,360,,101234,Agriculture and Environmental Sciences,98053 - BIT,7,"
Rules:
Some of the pre-requisites and/or co-requisites outlined in this qualification may not apply as they
do not form part of the curriculum.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Science-in-Life-Sciences-Biotechnology-(98053-–-BIT)
Bachelor of Science in Life Sciences Botany and Microbiology (98053 - BNM),Botany and Microbiology,360,,101234,Agriculture and Environmental Sciences,98053 - BNM,7,"Purpose statement:The purpose of this qualification is: 1) To produce science graduates who have the following attributes - a systematic and coherent body of knowledge and an understanding of underlying concepts and principles; the ability to access and evaluate scientific information including knowing how scientific knowledge is created; a high level of cognitive and other generic skills including problem-solving, written and spoken communication and computer literacy and competence in applying knowledge through basic research methods and practice; 2) To provide every graduate with a sufficient depth of knowledge and skills that give opportunities for continued personal intellectual growth - including postgraduate study - for gainful economic activity in a range of careers and for rewarding and constructive contributions to society. 3) To provide society with science graduates who demonstrate initiative and responsibility, who are professional and ethical in their roles within the economy and society and who are able to be intellectual leaders within their society and 4) To produce graduates in all scientific fields in order to increase, widen and transform the leadership base in South Africa, both for innovation and science-based economic and research development and for the education of future generations of scientists, technologists, engineers and other professional people.",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Science-in-Life-Sciences-Botany-and-Microbiology-(98053-–-BNM)
Bachelor of Science in Life Sciences Botany and Zoology (with Geography) (98053 - BZG),Botany and Zoology (with Geography),360,,101234,Agriculture and Environmental Sciences,98053 - BZG,7,"Purpose statement:The purpose of this qualification is: 1) To produce science graduates who have the following attributes - a systematic and coherent body of knowledge and an understanding of underlying concepts and principles; the ability to access and evaluate scientific information including knowing how scientific knowledge is created; a high level of cognitive and other generic skills including problem-solving, written and spoken communication and computer literacy and competence in applying knowledge through basic research methods and practice; 2) To provide every graduate with a sufficient depth of knowledge and skills that give opportunities for continued personal intellectual growth - including postgraduate study - for gainful economic activity in a range of careers and for rewarding and constructive contributions to society. 3) To provide society with science graduates who demonstrate initiative and responsibility, who are professional and ethical in their roles within the economy and society and who are able to be intellectual leaders within their society and 4) To produce graduates in all scientific fields in order to increase, widen and transform the leadership base in South Africa, both for innovation and science-based economic and research development and for the education of future generations of scientists, technologists, engineers and other professional people.",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Science-in-Life-Sciences-Botany-and-Zoology-(with-Geography)-(98053-–-BZG)
