name,code,saqa_id,dep,aps,faculty,nqf,credits,desc,comments,school,url
Bachelor of Arts in Creative Writing (99313),99313,101246,,20,,7,360,"Purpose statement:Purpose of this qualification include: 
To familiarise learners with the content and basic theories of a number of disciplines in the humanities and social sciences, at the basic and intermediate level, and to provide them with a deeper grasp of one or more of these disciplines taken at exit level (level 6), as well as to enable them to place new knowledge in context and to use appropriate methods for seeking resolution of problems; 
To provide learners with a variety of basic scholarly and intellectual competencies, including the ability to question critically the assumptions of a limited range of theories and authorities, and to develop an understanding of elementary research methods used within one or more disciplines; 
To equip learners with the ability to give an accurate account of scholarly positions and the competence to express their own opinions clearly and coherently, both in written and oral communication; 
To prepare learners for post learner study; 
To provide learners with a well-rounded and broad education across a number of disciplines, thus preparing them for a wide range of professions crucial to the welfare of society; 
To produce learners who are able to think laterally, critically and creatively; 
To produce learners who are prepared for life-long learning; 
To produce learners who understand the principles of, and are capable of critical citizenship.","
Rules:
This qualification consists of 30 modules.
 
Students should note that during the course of their studies they would be required to have access
to a computer or laptop, printer and the internet.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Arts-in-Creative-Writing-(99313)
Bachelor of Arts in Criminology (98681),98681,101244,,20,,7,360,"Purpose statement:The purposes of this qualification include: 
- To familiarise learners with the content and basic theories of a number of disciplines in the humanities and social sciences, at the basic and intermediate level, and to provide them with a deeper grasp of one or more of these disciplines taken at exit level (level 7), as well as to enable them to place new knowledge in context and to use appropriate methods for seeking resolution of problems; 
- To provide learners with a variety of basic scholarly and intellectual competencies, including the ability to question critically the assumptions of a limited range of theories and authorities, and to develop an understanding of elementary research methods used within one or more disciplines;
- To equip learners with the ability to give an accurate account of scholarly positions and the competence to express their own opinions clearly and coherently, both in written and oral communication; 
- To prepare learners for post learner study; 
- To provide learners with a well-rounded and broad education across a number of disciplines, thus preparing them for a wide range of professions crucial to the welfare of society; 
- To produce learners who are able to think laterally, critically and creatively; 
- To produce learners who are prepared for life-long learning; 
- To produce learners who understand the principles of, and are capable of critical citizenship.","
Rules:
Students should note that during the course of their studies, they would be required to have access
to a computer, printer and the internet.
 
Students must follow the same stream from level one throughout to level three.
 
Some of the pre-requisites and/or co-requisites outlined in this qualification may not apply as they
do not form part of the curriculum.
 
Students who have passed phased out modules will retain the credit and do not need to pass the
replacement modules. However, phased out modules must have been passed for this specific
qualification and it does not necessarily mean the modules are equivalent.
 
EUP1501 Students do not need to register for SJD1501.
PYC1501 Students do not need to register for IOP1501.
IOP209Y Students do not need to register for IOP2605.
CMP2601 Students do not need to register for CRW2601.
CMP3701 Students do not need to register for CPR3701.
EVI3701 Students do not need to register for LEV3701.
EVI3702 Students do not need to register for MRL3702.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Arts-in-Criminology-(98681)
Bachelor of Arts in Development Studies (99312),99312,101247,,20,,7,360,"Purpose statement:The purpose of this qualification is to familiarise learners with the content and basic theories of a number of disciplines in the humanities and social sciences, at the basic and intermediate level, and to provide them with a deeper grasp of one or more of these disciplines taken at exit level (level 6), as well as to enable them to place new knowledge in context and to use appropriate methods for seeking resolution of problems; 
To provide learners with a variety of basic scholarly and intellectual competencies, including the ability to question critically the assumptions of a limited range of theories and authorities, and to develop an understanding of elementary research methods used within one or more disciplines; 
To equip learners with the ability to give an accurate account of scholarly positions and the competence to express their own opinions clearly and coherently, both in written and oral communication; To prepare learners for post learner study; To provide learners with a well-rounded and broad education across a number of disciplines, thus preparing them for a wide range of professions crucial to the welfare of society; 
To produce learners who are able to think laterally, critically and creatively; 
To produce learners who are prepared for life-long learning; 
To produce learners who understand the principles of, and are capable of critical citizenship. 
","
Rules:
This qualification consists of 30 modules with Development Studies as the MAJOR.
 
Students should note that during the course of their studies they would be required to have access
to a computer or laptop, printer and the internet.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Arts-in-Development-Studies-(99312)
Bachelor of Arts in Environmental Management (98055),98055,15840,,20,,7,360,"Purpose statement:The purposes of this qualification: 1) To familiarise learners with the content and basic theories of a number of disciplines in the humanities and social sciences, at the basic and intermediate level, and to provide them with a deeper grasp of one or more of these disciplines taken at exit level (level 6), as well as to enable them to place new knowledge in context and to use appropriate methods for seeking resolution of problems; 2) To provide learners with a variety of basic scholarly and intellectual competencies, including the ability to question critically the assumptions of a limited range of theories and authorities, and to develop an understanding of elementary research methods used within one or more disciplines; 3) To equip learners with the ability to give an accurate account of scholarly positions and the competence to express their own opinions clearly and coherently, both in written and oral communication; 4) To prepare learners for post learner study; 5) To provide learners with a well-rounded and broad education across a number of disciplines, thus preparing them for a wide range of professions crucial to the welfare of society; 6) To produce learners who are able to think laterally, critically and creatively; 7) To produce learners who are prepared for life-long learning; 8) To produce learners who understand the principles of, and are capable of critical citizenship.","
Rules:
Some of the pre-requisites and/or co-requisites on PUB2606 & PUB3701 outlined in this qualification
may not apply as they do not form part of the curriculum.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Arts-in-Environmental-Management-(98055)
Bachelor of Arts in Forensic Science and Technology (90002),90002,91932,,20,,7,360,"Purpose statement:The main purpose of the qualification is to enhance the investigation knowledge and skills of investigators This qualification is aimed at students who work within the field of Forensic Investigation and who seek recognition for essential knowledge, skills and values needed up to the level of middle management. This qualification is also aimed at students aspiring to become Forensic Investigators up to the level of middle management. Furthermore, this qualification has been developed to promote efficiency with regard to:
- Forensic methods and techniques.
- Investigation of selected crimes and transgressions.
- Litigation processes, interviewing and statement taking.
- Scene of incident.
- Information gathering.
- Investigative resources.
- Forensic crime intelligence.
This qualification lays a foundation for career advancement and further studies in Forensic Investigation.","
Rules:
Students should note that during the course of their studies they would be required to have access
to a computer, printer and the internet.
 
Students must follow the same stream from level one throughout to level three.
 
Some of the pre-requisites and/or co-requisites outlined in this qualification may not apply as they
do not form part of the curriculum.
 
Students who have passed phased out modules will retain the credit and do not need to pass the
replacement modules. However, phased out modules must have been passed for this specific
qualification and it does not necessarily mean the modules are equivalent.
 
CRW1501 Students do not need to register for HFL1501.
CMP3701 Students do not need to register for CPR3701.
EVI3701 Students do not need to register for LEV3701.
EVI3702 Students do not need to register for MRL3702.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Arts-in-Forensic-Science-and-Technology-(90002)
Bachelor of Arts in Police Science (98683),98683,14288,,20,,7,360,"Purpose statement:The purposes of this qualification include: 
- To familiarise learners with the content and basic theories of a number of disciplines in the humanities and social sciences, at the basic and intermediate level, and to provide them with a deeper grasp of one or more of these disciplines taken at exit level (level 7), as well as to enable them to place new knowledge in context and to use appropriate methods for seeking resolution of problems; 
- To provide learners with a variety of basic scholarly and intellectual competencies, including the ability to question critically the assumptions of a limited range of theories and authorities, and to develop an understanding of elementary research methods used within one or more disciplines;
- To equip learners with the ability to give an accurate account of scholarly positions and the competence to express their own opinions clearly and coherently, both in written and oral communication; 
- To prepare learners for post learner study; 
- To provide learners with a well-rounded and broad education across a number of disciplines, thus preparing them for a wide range of professions crucial to the welfare of society; 
- To produce learners who are able to think laterally, critically and creatively; 
- To produce learners who are prepared for life-long learning; 
- To produce learners who understand the principles of, and are capable of critical citizenship.","
Rules:
Students should note that during the course of their studies, they would be required to have access
to a computer, printer and the internet.
 
Students must follow the same stream from level one throughout to level three.
 
Some of the pre-requisites and/or co-requisites outlined in this qualification may not apply as
they do not form part of the curriculum.
 
Students who have passed phased out modules will retain the credit and do not need to pass the
replacement modules. However, phased out modules must have been passed for this specific
qualification and it does not necessarily mean the modules are equivalent.
 
EUP1501 Students do not need to register for SJD1501.
HRM2605 Students do not need to register for HRM2604.
MNP2602 Students do not need to register for MNP2601.
CIP2601 Students do not need to register for IOS2601.
CSL2601 Students do not need to register for ADL2601.
Students who have previously completed any GROUP of 5 electives on the second level for this
qualification, do not need to complete SOC2604.
BSM3701 Students do not need to register for MNP3703.
MNP3702 Students do not need to register for MNP3701.
CIP3701 Students do not need to register for CIV3701.
CMP3701 Students do not need to register for CPR3701.
EVI3702 Students do not need to register for LEV3701.
PVL3702 Students do not need to register for MRL3701.
PVL3701 Students do not need to register for MRL3702.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Arts-in-Police-Science-(98683)
Bachelor of Arts in Policy Studies (99303),99303,101236,,20,,7,360,"Purpose statement:The purpose of this qualification is to familiarise learners with the content and basic theories of a number of disciplines in the humanities and social sciences, at the basic and intermediate level, and to provide them with a deeper grasp of one or more of these disciplines taken at exit level (level 7), as well as to enable them to place new knowledge in context and to use appropriate methods for seeking resolution of problems; 
To provide learners with a variety of basic scholarly and intellectual competencies, including the ability to question critically the assumptions of a limited range of theories and authorities, and to develop an understanding of elementary research methods used within one or more disciplines; To equip learners with the ability to give an accurate account of scholarly positions and the competence to express their own opinions clearly and coherently, both in written and oral communication; To prepare learners for post learner study; To provide learners with a well-rounded and broad education across a number of disciplines, thus preparing them for a wide range of professions crucial to the welfare of society; 
To produce learners who are able to think laterally, critically and creatively; 
To produce learners who are prepared for life-long learning; 
To produce learners who understand the principles of, and are capable of critical citizenship. 
","
Rules:
This qualification consists of 25 modules and Politics as the MAJOR.
 
Students should note that during the course of their studies they would be required to have access
to a computer or laptop, printer and the internet.
 
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply as
they do not form part of the curriculum.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Arts-in-Policy-Studies-(99303)
Bachelor of Arts in Political Leadership and Citizenship (99304),99304,101237,,20,,7,360,"Purpose statement:The purpose of this qualification include: to familiarise learners with the content and basic theories of a number of disciplines in the humanities and social sciences, at the basic and intermediate level, and to provide them with a deeper grasp of one or more of these disciplines taken at exit level (level 7), as well as to enable them to place new knowledge in context and to use appropriate methods for seeking resolution of problems; 
To provide learners with a variety of basic scholarly and intellectual competencies, including the ability to question critically the assumptions of a limited range of theories and authorities, and to develop an understanding of elementary research methods used within one or more disciplines; To equip learners with the ability to give an accurate account of scholarly positions and the competence to express their own opinions clearly and coherently, both in written and oral communication; To prepare learners for post learner study; To provide learners with a well-rounded and broad education across a number of disciplines, thus preparing them for a wide range of professions crucial to the welfare of society; 
To produce learners who are able to think laterally, critically and creatively; 
To produce learners who are prepared for life-long learning; 
To produce learners who understand the principles of, and are capable of critical citizenship. 
","
Rules:
This qualification consists of 30 modules and Politics as the MAJOR.
 
Students should note that during the course of their studies they would be required to have access
to a computer or laptop, printer and the internet.
 
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply as
they do not form part of the curriculum.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Arts-in-Political-Leadership-and-Citizenship-(99304)
"Bachelor of Arts in Politics, Philosophy and Economics (90079)",90079,101252,,20,,7,360,"Purpose statement:The purpose of this qualification is to familiarise learners with the content and basic theories of a number of disciplines in the humanities and social sciences, at the basic and intermediate level, and to provide them with a deeper grasp of one or more of these disciplines taken at exit level (level 7), as well as to enable them to place new knowledge in context and to use appropriate methods for seeking resolution of problems; 
To provide learners with a variety of basic scholarly and intellectual competencies, including the ability to question critically the assumptions of a limited range of theories and authorities, and to develop an understanding of elementary research methods used within one or more disciplines; 
To equip learners with the ability to give an accurate account of scholarly positions and the competence to express their own opinions clearly and coherently, both in written and oral communication; To prepare learners for post learner study; 
To provide learners with a well-rounded and broad education across a number of disciplines, thus preparing them for a wide range of professions crucial to the welfare of society; 
To produce learners who are able to think laterally, critically and creatively; 
To produce learners who are prepared for life-long learning; 
To produce learners who understand the principles of, and are capable of critical citizenship. 
","
Rules:
This qualification consists of 30 modules
 
Students should note that during the course of their studies they would be required to have access
to a computer or laptop, printer and the internet.
 
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply as
they do not form part of the curriculum.
",,"https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Arts-in-Politics,-Philosophy-and-Economics-(90079)"
Bachelor of Business Administration (98316 - BBA),98316,5561,,21,,7,360,"Purpose statement:The primary purpose of the qualification is to provide BBA graduates with the knowledge, specific skills and applied competence that provide opportunities for continued personal intellectual growth, gainful economic activity and valuable contributions to society (9); 
(a) by way of a liberal business education which may include elements of other sciences like the natural sciences, humanities, law, education, religion, etc; 
(b) by adding fields traditionally associated with business, commerce and industry to an existing and already completed degree like a Bachelor of Arts, Bachelor of Sciences, Bachelor of Laws, Bachelor of Theology, etc. 

The second purpose of the qualification is to provide South Africa (and other countries) with business leaders in all sectors of the economy. 

A further purpose of the qualification is to provide graduates with a self-sustaining understanding of the process whereby productive resources are mobilized and utilized with a view to being gainfully employed in serving the material needs of societies in a globalised world.","
Rules:
Electives may be chosen either from the College of Economic and Management Sciences or from other
colleges. Please take note of the pre/co-requisites. Please note that some curriculum changes have
been effected from 2014. Students that registered for this qualification code before 2014 will not
lose any credits for modules completed in the pre-2014 academic period. However, where credits have
not been completed successfully, students will be required to complete the credits as per the
amended curriculum. The College has replaced MNI3701 with MNB3701, replaced DVA1601 with DVA1502,
replaced MNM2601 with MNM1601 and replaced ENN103F with ENG1503. Students who have already passed
(in this curriculum) the modules that have been replaced, will retain the credits and will not be
required to complete the replacement modules. Students should note that during the course of their
studies they would be required to have access to a computer, printer and the internet.
 
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply as
they do not form part of the curriculum.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Business-Administration-(98316-–-BBA)
Bachelor of Commerce (98314 - GEN),98314,5563,,21,,7,360,"Purpose statement:The primary purpose of the qualification is to provide qualifiers with graduate-level knowledge, specific skills, applied competence and the necessary attitudes in the fields associated with commerce and industry that prepare them to be lifelong learners, employable workers/entrepreneurs and contributors to society and the business community. 

The second purpose of the qualification is to provide South Africa (and other countries) with functional managers at the middle management level in all sectors of the economy. 

A further purpose of the qualification is to provide graduates with a self-sustaining understanding of the process whereby productive resources are mobilised and utilized with a view to being gainfully employed in serving the material needs of society in a globalised world.","
Rules:
Students must select two majors; of which one of the following is compulsory: Business Management,
Financial Accounting or Economics. The curriculum requires that students complete 11 credits in Year
I (seven of which are compulsory as well as two groups of modules representing the two chosen
majors), 9 credits in Year II and 10 credits in Year III. Student who major with Financial
Accounting & Business Management must select any first level module from any other group in the
curriculum. Please note the following for YEAR II: Select 5 modules in your 1st major and 4 modules
in your 2nd major, taking into account the compulsory modules for each, as indicated below. Note
that your choice of electives may affect your options in Year III. The College has removed ECS2607
from the curriculum and replaced MNM2602 with MNM2615. Students who have already completed ECS2607
and MNM2602 in this curriculum will retain the credit. Please note the following for YEAR III:
Select 5 modules from each of the two majors. Please note that some curriculum changes have been
effected from 2014. Students that registered for this qualification code before 2014 will not lose
any credits for modules completed in the pre-2014 academic period. However, where credits have not
been completed successfully, students will be required to complete the credits as per the amended
curriculum. Students should note that during the course of their studies they would be required to
have access to a computer, printer and the internet.
 
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply as
they do not form part of the curriculum.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Commerce-(98314-–-GEN)
Bachelor of Commerce in Business Informatics (98300 - BIS),98300,101104,,21,,7,360,"Purpose statement:This qualification aims to produce graduates who are able to provide for the current needs in the business workplace in areas such as systems analysis, database development and software systems design, enhancement, management and evaluation. 

Successful graduates will be able to demonstrate: 
- Professional and ethical responsibility in their roles within the economy and society. 
- Proficiency in innovative, scientific, economic and managerial activities. 
- Understanding of underlying concepts and principles of Business Information Systems and the ability to apply this in the workplace. 
- Ability to access and evaluate scientific information and apply a high level of skills including problem-solving, written and spoken communication. 
- Competence in applying knowledge through basic research methods and practice. 
- Gainful economic activity and valuable contributions to society in science and technology, through a business prism. 
- Competencies and skills in systems analysis and design, database design and implementation, interaction design and project management. 

Graduates with this qualification should be able to integrate knowledge and skills to provide South Africa and other countries with people who can make a constructive contribution to the world of business and who are empowered to play leadership roles in society. 

","
Rules:Students should note that during the course of their studies they would be required to have access to a computer, printer and the internet. Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply as they do not form part of the curriculum.",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Commerce-in-Business-Informatics-(98300-–-BIS)
Bachelor of Commerce in Business Management (98310 - BSM),98310,101042,,21,,7,360,"Purpose statement:The primary purpose of the qualification is to provide qualifiers with graduate-level knowledge, specific skills, applied competence and the necessary attitudes in the fields associated with commerce and industry that prepare them to be lifelong learners, employable workers/entrepreneurs and contributors to society and the business community.   The second purpose of the qualification is to provide South Africa (and other countries) with functional managers at the middle management level in all sectors of the economy.   A further purpose of the qualification is to provide graduates with a self-sustaining understanding of the process whereby productive resources responsibly are mobilized, utilized, and managed with a view to being gainfully employed in serving the material needs of society in a globalised world.","
Rules:
The College has amended the curriculum as follows: replaced ENN1504 with SUS1501, replaced CLA1501
with MNM2602, replaced HRM2604 with MNB2601, replaced MNM2601 with MNL2601, replaced MNI3701
with MNB3701, replaced MNM2602 with MNM2615 and has added MNB3702 as a compulsory module on the
third level. The number of electives on the 3rd level is now five. Students who have already passed
the modules (in this curriculum) that were replaced, will retain the credit(s) and will not be
required to complete the replacement modules. Students should note that during the course of their
studies they would be required to have access to a computer, printer and the internet.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Commerce-in-Business-Management-(98310-–-BSM)
Bachelor of Commerce in Economics (98305 - ECS),98305,101040,,21,,7,360,"Purpose statement:The primary purpose of the qualification is to provide qualifiers with graduate-level knowledge, specific skills, applied competence and the necessary attitudes in the fields associated with commerce and industry that prepare them to be lifelong learners, employable workers/entrepreneurs and contributors to society and the business community. 

The second purpose of the qualification is to provide South Africa (and other countries) with functional managers at the middle management level in all sectors of the economy. 

A further purpose of the qualification is to provide graduates with a self-sustaining understanding of the process whereby productive resources are mobilised and utilized with a view to being gainfully employed in serving the material needs of society in a globalised world.","
Rules:
The College has made several amendments to the curriculum. Students should note that during the
course of their studies they would be required to have access to a computer, printer and the
internet.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Commerce-in-Economics-(98305-–-ECS)
Bachelor of Commerce in Economics Quantitative Economics (98305 - QEC),Quantitative Economics,360,,101040,,98305 - QEC,7,"
Rules:
Students should note that during the course of their studies they would be required to have access
to a computer, printer and the internet.
 
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply as
they do not form part of the curriculum.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Commerce-in-Economics-Quantitative-Economics-(98305-–-QEC)
Bachelor of Commerce in Financial Management (98306 - FMN),98306,101094,,21,,7,360,"Purpose statement:The primary purpose of the qualification is to provide qualifiers with graduate-level knowledge, specific skills, applied competence and the necessary attitudes in the fields associated with commerce and industry that prepare them to be lifelong learners, employable workers/entrepreneurs and contributors to society and the business community. 

The second purpose of the qualification is to provide South Africa (and other countries) with functional managers at the middle management level in all sectors of the economy. 

A further purpose of the qualification is to provide graduates with a self-sustaining understanding of the process whereby productive resources are mobilised and utilized with a view to being gainfully employed in serving the material needs of society in a globalised world.","
Rules:
The College has made several amendments to the curriculum Students should note that during the
course of their studies they would be required to have access to a computer, printer and the
internet.
 
Students MUST register for ECS3706 if they intend on enrolling for the Bachelor of Commerce Honours
in Financial Management.
 
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply as
they do not form part of the curriculum.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Commerce-in-Financial-Management-(98306-–-FMN)
Bachelor of Commerce in Human Resource Management (98307 - HRM),98307,101095,,21,,7,360,"Purpose statement:The primary purpose of the qualification is to provide qualifiers with graduate-level knowledge, specific skills, applied competence and the necessary attitudes in the fields associated with commerce and industry that prepare them to be lifelong learners, employable workers/entrepreneurs and contributors to society and the business community. 

The second purpose of the qualification is to provide South Africa (and other countries) with functional managers at the middle management level in all sectors of the economy. 

A further purpose of the qualification is to provide graduates with a self-sustaining understanding of the process whereby productive resources are mobilised and utilized with a view to being gainfully employed in serving the material needs of society in a globalised world.","
Rules:
Students should note that during the course of their studies they would be required to have access
to a computer, printer and the internet.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Commerce-in-Human-Resource-Management-(98307-–-HRM)
Bachelor of Commerce in Industrial and Organisational Psychology (98308 - IOP),98308,101096,,21,,7,360,"Purpose statement:The primary purpose of the qualification is to provide qualifiers with graduate-level knowledge, specific skills, applied competence and the necessary attitudes in the fields associated with commerce and industry that prepare them to be lifelong learners, employable workers/entrepreneurs and contributors to society and the business community. 

The second purpose of the qualification is to provide South Africa (and other countries) with functional managers at the middle management level in all sectors of the economy. 

A further purpose of the qualification is to provide graduates with a self-sustaining understanding of the process whereby productive resources are mobilised and utilized with a view to being gainfully employed in serving the material needs of society in a globalised world.","
Rules:
Students should note that during the course of their studies they would be required to have access
to a computer, printer and the internet.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Commerce-in-Industrial-and-Organisational-Psychology-(98308-–-IOP)
Bachelor of Commerce in Law (90123 - LAW),90123,101041,,21,,7,360,"Purpose statement:The purpose of the qualification is to provide learners with integrated knowledge of the central areas of law and commerce, including the disciplines economics, business management, and accounting sciences. This includes an understanding of and ability to apply and evaluate the key terms, concepts, facts, principles, rules and theories in the law and commercial fields.
The qualification prepares learners as potential commercial role players with a solid background in law, who can be trained further to the exact needs of the business and corporate world, and are able to start and manage their own enterprises. Moreover, the qualification provides qualifying learners with the theoretical knowledge and practical skills to gain entry into the formal legal profession (e.g. attorneys/advocates) and other careers in law and related fields. The qualification also sets the foundation for advanced studies in law and/or commerce.","
Rules:
Students who wish to take Financial Accounting as a stream MUST also register for TAX2601.
Students who wish to take Taxation as a stream MUST also register for FAC2601 and FAC1601.
Students who wish to take Economics as a stream MUST also register for RSK2601.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Commerce-in-Law-(90123-–-LAW)
Bachelor of Commerce in Marketing Management (98301 - MKT),98301,83291,,21,,7,360,"Purpose statement:The purpose of the qualification is to provide qualifying students with comprehensive and in-depth knowledge of the principles, major theories and paradigms, methods and technology of the science and profession of the field of marketing and in the process to ensure that they obtain the higher level knowledge in marketing that is expected of an executive in the field of marketing. It further equips them to co-ordinate and contribute to the management of the core marketing management functions of the organisation in line with best practice and quality standards by providing qualifying students with the higher-order cognitive reasoning skills and decision-making abilities to understand and execute the tasks and functions associated with a high level executive in marketing and in the process to advance the science and field of marketing management through research reflection and scientific discourse. This qualification lays a foundation for higher career advancement and further studies in the field of marketing management where these higher order capabilities will be required to advance to learning at masters and doctoral level. 

The modules are specifically selected to grow students' knowledge and deeper understanding of the management science of marketing from the more general aspects and principles covered in the first year modules to a more focused and more in-depth analysis of different marketing principles and issues which will require a deeper dissemination of the information in marketing decision making to ensure that learners have a more advanced knowledge of marketing in the second year; and conclude with strategic marketing management issues and theory focusing on specific issues of relevance consummate with the demands of a global economy and increased demands from customers and top management.","
Rules:
The College has replaced FAC1601 with FAC1602. Students who have already passed FAC1601 in this
curriculum will retain the credit(-s) and will not be required to complete the replacement
module(-s). Curriculum amendments from 2019 include the replacement of MNM1503 with MNM1601,
replacement of MNM1505 with CLA1501, replacement of HRM2605 with STA1610, replacement of MNM2602
with MNM2615, replacement of MNM2608 with MNM2614, replacement of MNM2609 with MNM2604, and MNM2610
with MNM2613. Students who have already passed the modules that were replaced previously in this
qualification, will retain the credits and will not be required to complete the replacement modules.
Students should note that during the course of their studies they would be required to have
access to a computer, printer and the internet.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Commerce-in-Marketing-Management-(98301-–-MKT)
Bachelor of Commerce in Public Procurement Management (98767 - PPM),98767,90668,,21,,7,360,"Purpose statement:The purpose of the qualification is to educate procurement and supply chain practitioners of government departments at national, provincial and municipal levels and in public entities. Qualifying learners will be able to work effectively in procurement and also in any position in Supply Chain Management in the public sector. 

This qualification is aimed at learners who work in the public sector in all spheres of government, specifically in the procurement and supply chain area, and who seek to develop essential public administration, procurement and supply chain management skills needed at functional and higher management levels. 

Qualifying learners will be able to demonstrate knowledge, specific skills and applied competence in fields associated with Public Financial Management, Procurement and Supply Chain Management. The qualification also stresses the value of continuing personal intellectual growth. It should lead to gainful economic activity and ethical conduct and leadership by graduating learners. 

Upon completion of the Bachelor of Commerce in Public Procurement Management, the qualified learner would have been actively engaged in becoming a well-rounded, educated person, specifically preparing for further study and/or the work environment as a procurement and supply chain management practitioner or manager. He or she will have a theoretical foundation that will guide him/her in the work public environment to act as a functional level manager or at higher management levels in the field of public procurement, operations and supply chain management. She or he will have developed and will hold certain ethical values and be able to integrate general public financial, administration, procurement and supply chain related knowledge and skills and the application of theory to practice. 

Graduating learners will also be able to contribute to the theory of Public Procurement and Supply Chain Management when they articulate to higher degrees in Business Management.","
Rules:
Students should note that during the course of their studies they would be required to have access
to a computer, printer and the internet.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Commerce-in-Public-Procurement-Management-(98767-–-PPM)
Bachelor of Commerce in Quantitative Management (98311 - QMA),98311,101097,,21,,7,360,"Purpose statement:The primary purpose of the qualification is to provide qualifiers with graduate-level knowledge, specific skills, applied competence and the necessary attitudes in the fields associated with commerce and industry that prepare them to be lifelong learners, employable workers/entrepreneurs and contributors to society and the business community. 

The second purpose of the qualification is to provide South Africa (and other countries) with functional managers at the middle management level in all sectors of the economy. 

A further purpose of the qualification is to provide graduates with a self-sustaining understanding of the process whereby productive resources are mobilised and utilized with a view to being gainfully employed in serving the material needs of society in a globalised world.","
Rules:
The curriculum for this qualification has been amended significantly in 2019. Students that enrolled
for the pre-2019 curriculum had until the end of 2022 to complete that curriculum or transfer to the
BCom General (98314).  Students that prefer to transfer to the new 2019 curriculum, will be required
to complete all credits as per the revised curriculum.  Students should note that during the course
of their studies they would be required to have access to a computer, printer and the internet.
 
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply as
they do not form part of the curriculum.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Commerce-in-Quantitative-Management-(98311-–-QMA)
